index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
122	122	122	paper:GLUE:upward_monotone:World knowledge:lexical_knowledge					Er zijn een paar geweldige wandelroutes in nepal.	Er zijn een paar geweldige wandelroutes rondom Mt. Fuji.						neutral
123	123	123	paper:GLUE:lexical_knowledge:upward_monotone					Er zijn een paar geweldige wandelroutes rondom Mt. Fuji.	Er zijn een paar inspannende wandelroutes rondom Mt. Fuji.						neutral
124	124	124	paper:GLUE:lexical_knowledge:upward_monotone					Er zijn een paar inspannende wandelroutes rondom Mt. Fuji.	Er zijn een paar geweldige wandelroutes rondom Mt. Fuji.						neutral
125	125	125	paper:GLUE:Intersectivity:downward_monotone					Een ervaren sommelier kent het verschil tussen de vintage van 2009 en 2013 van een Duitse riesling.	Een sommelier kent het verschil tussen de vintage van 2009 en 2013 van een Duitse riesling.						neutral
126	126	126	paper:GLUE:Intersectivity:downward_monotone					Een sommelier kent het verschil tussen de vintage van 2009 en 2013 van een Duitse riesling.	Een ervaren sommelier kent het verschil tussen de vintage van 2009 en 2013 van een Duitse riesling.						entailment
127	127	127	paper:GLUE:Intersectivity:downward_monotone					Een ervaren sommelier kent het verschil tussen de vintage van 2009 en 2013 van een Duitse riesling.	Een Italiaanse sommelier kent het verschil tussen de vintage van 2009 en 2013 van een Duitse riesling.						neutral
128	128	128	paper:GLUE:Intersectivity:downward_monotone					Een Italiaanse sommelier kent het verschil tussen de vintage van 2009 en 2013 van een Duitse riesling.	Een ervaren sommelier kent het verschil tussen de vintage van 2009 en 2013 van een Duitse riesling.						neutral
129	129	129	paper:GLUE:Intersectivity:non_monotone					Tot nu toe hebben twee van mijn kersenbomen al gebloeid, en het is nog niets eens april.	Tot nu toe hebben twee van mijn bomen al gebloeid, en het is nog niets eens april.						neutral
130	130	130	paper:GLUE:Intersectivity:non_monotone					Tot nu toe hebben twee van mijn bomen al gebloeid, en het is nog niets eens april.	Tot nu toe hebben twee van mijn kersenbomen al gebloeid, en het is nog niets eens april.						neutral
131	131	131	crowd:downward_monotone:conjunction					Kleurloos is een wereld zonder taal.	De afwezigheid van kleur en de zintuigen is een wereld zonder taal.						neutral
132	132	132	crowd:downward_monotone					Kleurloos is een wereld zonder taal.	Een leven zonder kleuren die ons leven blij maken is een wereld zonder taal.						neutral
133	133	133	crowd:upward_monotone:lexical_knowledge					Ik wil een zanger worden, koste wat het kost.	Ik wil een stoute jongen worden.						neutral
134	134	134	crowd:upward_monotone					Een paar mensen zeggen dat dertien een ongeluksgetal is.	Een paar mensen zeggen dat dertien een ongelukkige datum is om een meisje ten huwelijk te vragen.						neutral
135	135	135	crowd:upward_monotone:lexical_knowledge:npi					Nancy kan niets voor zichzelf beslissen.	Mijn vriendin kan niets voor zichzelf beslissen.						neutral
136	136	136	crowd:upward_monotone:lexical_knowledge:npi					Nancy kan niets voor zichzelf beslissen.	Deze man kan niets voor haarzelf beslissen.						neutral
137	137	137	crowd:upward_monotone:anaphora					Jack rijdt niet hard.	Die man rijdt niet snel.						neutral
138	138	138	crowd:upward_monotone:lexical_knowledge					Een paar kinderen leren talen makkelijk en anderen met moeite.	Een paar kinderen leren wiskunde makkelijk en anderen met moeite.						neutral
139	139	139	crowd:upward_monotone:lexical_knowledge:reverse					Ik kan niet zonder suiker in mijn koffie.	Ik kan niet zonder melk in mijn koffie.						neutral
140	140	140	crowd:upward_monotone:lexical_knowledge:reverse					Ik kan niet zonder suiker in mijn koffie.	Ik kan niet zonder citroen in mijn koffie.						neutral
141	141	141	crowd:upward_monotone					Een paar Duitsers werken voor alleen een euro per uur.	Een paar Duitsers werken voor alleen een euro per uur zonder vakantiebetaling.						neutral
142	142	142	crowd:upward_monotone					Een paar Duitsers werken voor alleen een euro per uur zonder vakantiebetaling.	Een paar Duitsers werken voor alleen een euro per uur.						entailment
143	143	143	crowd:upward_monotone:lexical_knowledge:reverse					Je kunt niet leven zonder zuurstof.	Je kunt niet leven zonder de atmosfeer.						neutral
144	144	144	crowd:upward_monotone:lexical_knowledge:reverse					Je kunt niet leven zonder zuurstof.	Je kunt niet leven zonder eten.						neutral
145	145	145	crowd:upward_monotone:lexical_knowledge:reverse					Je kunt niet leven zonder zuurstof.	Je kunt niet leven zonder huis.						neutral
146	146	146	crowd:upward_monotone					Iedere zin in dat boek is belangrijk.	Iedere zin in dat syllabusboek is belangrijk.						neutral
147	147	147	crowd:upward_monotone					Iedere zin in dat syllabusboek is belangrijk.	Iedere zin in dat boek is belangrijk.						entailment
148	148	148	crowd:upward_monotone:lexical_knowledge					Hysterie is niet om te lachen.	Waanzin is niet om te lachen.						neutral
149	149	149	crowd:upward_monotone:lexical_knowledge					Hysterie is niet om te lachen.	Wildheid is geen zaak om om te lachen.						neutral
150	150	150	crowd:upward_monotone					Alles is in handen van de mens, was ze daarom vaak.	Alles is in handen van andere entiteit, was ze daarom vaak.						neutral
151	151	151	crowd:upward_monotone					Alles is in handen van de mens, was ze daarom vaak.	Ze zullen altijd in de handen zijn van de mens.						neutral
152	152	152	crowd:upward_monotone					Een paar bloemen bloeien in de lente en anderen in de herfst.	Een paar roosbloemen bloeien in de lente en anderen in de herfst.						neutral
153	153	153	crowd:upward_monotone:lexical_knowledge					Het ging niet goed.	Dat gedoe ging niet goed.						neutral
154	154	154	crowd:upward_monotone					Alle spelers stonden in positie.	Alle spelers stonden in verdedigende positie.						neutral
155	155	155	crowd:upward_monotone					Alle spelers stonden in verdedigende positie.	Alle spelers stonden in positie.						entailment
156	156	156	crowd:upward_monotone:lexical_knowledge					Alle spelers stonden in positie.	Alle spelers stonden op hun plek.						neutral
157	157	157	crowd:upward_monotone:lexical_knowledge:reverse					Leven kan niet bestaan zonder water.	Bossen kunnen niet bestaan zonder water.						neutral
158	158	158	crowd:upward_monotone:lexical_knowledge:reverse					Leven kan niet bestaan zonder water.	De rivieren kunnen niet bestaan zonder water.						neutral
159	159	159	crowd:upward_monotone:lexical_knowledge:reverse					Leven kan niet bestaan zonder water.	De zee kan niet bestaan zonder water.						neutral
160	160	160	crowd:upward_monotone:conjunction					Nat brandhout brandt niet goed.	Nat brandhout en koolstof brandt niet goed.						neutral
161	161	161	crowd:upward_monotone:conjunction					Nat brandhout en koolstof brandt niet goed.	Nat brandhout brandt niet goed.						entailment
162	162	162	crowd:upward_monotone:lexical_knowledge					Ik heb Franse nationaliteit maar vietnamese achtergrond.	Ik heb Franse nationaliteit, maar er stroomt joods bloed in me.						neutral
163	163	163	crowd:upward_monotone:lexical_knowledge					Ik heb Franse nationaliteit maar vietnamese achtergrond.	Ik heb Franse nationaliteit, mijn mijn vader komt uit guinea.						neutral
164	164	164	crowd:upward_monotone					Alle scholen zijn dicht in die vakantie.	Alle scholen zijn dicht in die zomervakantie.						neutral
165	165	165	crowd:upward_monotone					Alle scholen zijn dicht in die vakantie.	Alle scholen zijn dicht in die thanksgivingvakantie.						neutral
166	166	166	crowd:upward_monotone:lexical_knowledge					Het is erg jammer dat je het niet kent.	Het is een geweldige persoon van binnen.						neutral
167	167	167	crowd:downward_monotone:lexical_knowledge					Dat was een gevecht dat geen kans had op een succesvolle uitkomst.	Dat was een dilemma dat geen kans had op een succesvolle uitkomst.						neutral
168	168	168	crowd:upward_monotone:lexical_knowledge					Hij drukte zijn mening uit in een paar woorden.	Hij drukte zijn mening uit in een paar alinea’s.						neutral
169	169	169	crowd:upward_monotone					Tom zwemt om de dag.	Tom zwemt in het zwembad om de dag.						neutral
170	170	170	crowd:upward_monotone					Tom zwemt in het zwembad om de dag.	Tom zwemt om de dag.						entailment
171	171	171	crowd:upward_monotone					Tom zwemt om de dag.	Tom zwemt freestyle om de dag.						neutral
172	172	172	crowd:upward_monotone:lexical_knowledge					Tom gaat naar bed om dezelfde tijd iedere avond.	Tom gaat koken om water te drinken om dezelfde tijd iedere avond.						neutral
173	173	173	crowd:upward_monotone:lexical_knowledge					Tom gaat naar bed om dezelfde tijd iedere avond.	Tom gaat onder de douche om dezelfde tijd iedere avond.						neutral
174	174	174	crowd:upward_monotone:lexical_knowledge					Tom gaat naar bed om dezelfde tijd iedere avond.	Tom gaat naar de garage om dezelfde tijd iedere avond.						neutral
175	175	175	crowd:upward_monotone:lexical_knowledge					Tom gaat naar bed om dezelfde tijd iedere avond.	Tom gaat naar de stal om dezelfde tijd iedere avond.						neutral
176	176	176	crowd:upward_monotone					Tom gaat naar bed om dezelfde tijd iedere avond.	Tom gaat naar rachels bed om dezelfde tijd iedere avond.						neutral
177	177	177	crowd:upward_monotone					Een eekhoorn is een bad aan het nemen in de vijver.	Een eekhoorn in de zomer is een bad aan het nemen in de vijver.						neutral
178	178	178	crowd:upward_monotone					Een eekhoorn in de zomer is een bad aan het nemen in de vijver.	Een eekhoorn is een bad aan het nemen in de vijver.						entailment
179	179	179	crowd:downward_monotone					Tom en Mary waren tegen elkaar aan het praten in een taal die ik niet herkende.	Tom en Mary waren tegen elkaar aan het praten in een herkenbare taal die ik niet herkende.						neutral
180	180	180	crowd:upward_monotone:lexical_knowledge					Het kantoor was klein maar het had uitzicht op de stad.	Het kantoor was klein maar het had een geur van de stad.						neutral
181	181	181	crowd:downward_monotone:lexical_knowledge					Over smaak valt niet te twisten.	Over uniek valt niet te twisten.						neutral
182	182	182	crowd:downward_monotone:conjunction					Over smaak valt niet te twisten.	Over smaak en hobby’s valt niet te twisten.						neutral
183	183	183	crowd:upward_monotone:reverse					Iedereen behalve Jim kwam.	Iedereen behalve luie Jim kwam.						neutral
184	184	184	crowd:upward_monotone:reverse					Iedereen behalve luie Jim kwam.	Iedereen behalve Jim kwam.						entailment
185	185	185	crowd:upward_monotone:reverse					Iedereen behalve Jim kwam.	Iedereen behalve Jim die druk was die dag kwam.						neutral
186	186	186	crowd:upward_monotone:reverse					Iedereen behalve Jim die druk was die dag kwam.	Iedereen behalve Jim kwam.						entailment
187	187	187	crowd:upward_monotone:reverse:conjunction					Iedereen behalve Jim kwam.	Iedereen behalve Jim en zijn vrouw kwam.						neutral
188	188	188	crowd:upward_monotone:reverse:conjunction					Iedereen behalve Jim en zijn vrouw kwam.	Iedereen behalve Jim kwam.						entailment
189	189	189	crowd:upward_monotone					Er staat een glazen sculptuur in de tuin.	Er staat een mooi glazen sculptuur in de speeltuin.						neutral
190	190	190	crowd:upward_monotone					Er staat een mooi glazen sculptuur in de speeltuin.	Er staat een glazen sculptuur in de tuin.						entailment
191	191	191	crowd:upward_monotone					Er staat een glazen sculptuur in de tuin.	Er staat een glazen vogelsculptuur in de tuin.						neutral
192	192	192	crowd:upward_monotone					Er staat een glazen vogelsculptuur in de tuin.	Er staat een glazen sculptuur in de tuin.						entailment
193	193	193	crowd:upward_monotone					Er staat een glazen sculptuur in de tuin.	Er staat en klein glazen sculptuur in de tuin.						neutral
194	194	194	crowd:upward_monotone					Er staat en klein glazen sculptuur in de tuin.	Er staat een glazen sculptuur in de tuin.						entailment
195	195	195	crowd:upward_monotone:lexical_knowledge					Een koe jaagt vliegen weg met zijn staart.	Een vaars jaagt vliegen weg met zijn staart.						neutral
196	196	196	crowd:upward_monotone					Brian kocht een lippenstift voor Kate.	Brian kocht een lippenstift voor zijn zus Kate.						neutral
197	197	197	crowd:upward_monotone					Brian kocht een lippenstift voor haar zus Kate.	Brian kocht een lippenstift voor Kate.						entailment
198	198	198	crowd:upward_monotone:lexical_knowledge					Brian kocht een lippenstift voor Kate.	Brian kocht een lippenstift voor zijn vrouw.						neutral
199	199	199	crowd:upward_monotone:lexical_knowledge					Brian kocht een lippenstift voor Kate.	Brian kocht een lippenstift voor zijn partner.						neutral
200	200	200	crowd:upward_monotone:conjunction					Er ligt een kat op het bureau.	Er ligt een grote en oude kat op het bureau.						neutral
201	201	201	crowd:upward_monotone:conjunction					Er ligt een grote en oude kat op het bureau.	Er ligt een kat op het bureau.						entailment
202	202	202	crowd:upward_monotone					Er ligt een kat op het bureau.	Er ligt een grote mollige kat op het bureau.						neutral
203	203	203	crowd:upward_monotone					Er ligt een grote mollige kat op het bureau.	Er ligt een kat op het bureau.						entailment
204	204	204	crowd:upward_monotone:lexical_knowledge					Ze kocht een hond voor hem.	Toen ze terugkwam van de reis kocht ze een kado voor hem.						neutral
205	205	205	crowd:upward_monotone					Ze kocht een hond voor hem.	Ze kocht een grote hond voor hem.						neutral
206	206	206	crowd:upward_monotone					Ze kocht een grote hond voor hem.	Ze kocht een hond voor hem.						entailment
207	207	207	crowd:upward_monotone:lexical_knowledge					Ze studeert al een paar jaar Frans.	Ze studeert al een paar jaar astrofysica.						neutral
